writer_id,name,country,medium_link,subscribed_times,last_article_date,articles_link,articles_published,avg_article_length,topic_tags,personal_projects_count,payment_method,phone_number,email
371,Dale Wilson,"Jasonfort, Tokelau",https://medium.com/@wsanders,4,2024-09-27,https://medium.com/article/c3d29627-6eea-4f81-9572-484f2fe8ea4f,27,1207,"Travel,Blog",0,Stripe,1242759811248,sullivanchristina@gmail.com
372,Megan Turner,"Hillburgh, Saint Helena",https://medium.com/@qreynolds,0,2021-07-09,https://medium.com/article/3e27d72c-e0b3-4f2b-96b2-e70ef546a97a,25,368,"ML,Deep Learning",11,PayPal,2661802447,nealerica@gmail.com
373,Sean Chavez,"South Matthewbury, Timor-Leste",https://medium.com/@markhuerta,3,2023-02-20,https://medium.com/article/b2ffcd6b-fc54-40e4-8031-bfa8c0b2e2aa,23,665,"Travel,Blog",12,Stripe,(204)672-2476093,amandaward@gmail.com
374,Crystal Rocha,"North Jordanland, Palestinian Territory",https://medium.com/@markwilliams,4,2024-02-12,https://medium.com/article/3019afae-7a7f-475a-a19b-e7195fb5922a,31,1363,"Startups,Entrepreneurship",0,Wise,(026)604-7739,johnsonshawn@gmail.com
375,Dustin Russell,"Yolandafort, Somalia",https://medium.com/@kimberly75,1,2024-05-20,https://medium.com/article/067525e1-7a9f-4468-a9cd-875561155735,46,441,"ML,Deep Learning",10,CashApp,3646569586158,kellyrandy@gmail.com
376,Andrea Johnson,"Port Natasha, Guatemala",https://medium.com/@phillip17,2,2018-01-14,https://medium.com/article/b42b1cd0-d9c7-45ca-8b3e-6cad9c1a9d4e,31,1983,"Finance,Investing",11,Wise,001-681-337-679359397,campbellrobert@gmail.com
377,Joshua Howe,"Thomasland, United Kingdom",https://medium.com/@michellesoto,3,2017-01-14,https://medium.com/article/4edbb90e-40e0-475a-9678-2ddf28fd8d9f,28,869,"Startups,Entrepreneurship",4,Bank Transfer,9689797563628,zrogers@gmail.com
378,Jennifer Tran,"East Joseton, Antigua and Barbuda",https://medium.com/@zmorrow,4,2017-03-21,https://medium.com/article/815558f3-f4b8-443c-a659-35e6c63c31c7,31,457,"AI,ML,Data",2,PayPal,4110203913082,qgonzalez@gmail.com
379,Rebecca Taylor,"West Brittany, Lesotho",https://medium.com/@hickmantoni,1,2017-09-13,https://medium.com/article/ab906a1d-bf91-4a3e-a0c5-c3b52e2ca03e,34,1694,"Startups,Entrepreneurship",4,Wise,001-868-527-905087586,schaeferrebecca@gmail.com
380,Timothy Edwards,"East Sandra, Tunisia",https://medium.com/@nicole70,2,2020-09-10,https://medium.com/article/6feaf3fc-be8f-469c-8621-5da006a21f06,24,931,"AI,ML,Data",11,CashApp,322689745589336,katelyn66@gmail.com
381,Katherine Sherman,"Thomashaven, Saudi Arabia",https://medium.com/@jreynolds,0,2015-10-09,https://medium.com/article/db8293a3-cc0c-46d5-858b-36980b06815e,17,397,"Travel,Blog",11,Bank Transfer,+1-656-826-5684,adamsleah@gmail.com
382,Jorge Thompson,"Williamsview, Belize",https://medium.com/@dforbes,1,2017-08-29,https://medium.com/article/28d1dc13-f171-46e4-8a93-5f5fd51899dd,49,1535,"AI,ML,Data",10,Bank Transfer,(785)008-734459848,nclark@gmail.com
383,Ralph Durham,"Munozside, Papua New Guinea",https://medium.com/@brandongrant,4,2024-05-26,https://medium.com/article/6265cd91-715b-465a-a8c9-ca0a12737637,14,865,"ML,Deep Learning",0,Wise,9567403984,douglas59@gmail.com
384,Mark Pittman,"West Carl, Puerto Rico",https://medium.com/@kirstensparks,2,2023-03-25,https://medium.com/article/e1c369b5-c732-44c2-9509-b48b7ee66070,43,1909,"Startups,Entrepreneurship",13,Bank Transfer,(395)913-5287714,lori83@gmail.com
385,Jerry Stein,"Romeroton, Zimbabwe",https://medium.com/@william67,1,2024-01-14,https://medium.com/article/b998ae2b-f1ab-4d84-aeb3-0d9b38c2f362,38,1308,"AI,ML,Data",12,Stripe,+1-294-720-3571740,michael94@gmail.com
386,Heidi Harding,"South Nancy, Tonga",https://medium.com/@alice11,2,2018-02-25,https://medium.com/article/61e7585c-9fc5-45fe-bc89-99283d608c3b,16,375,"Health,Wellness",13,Stripe,+1-788-956-59659617,tyler10@gmail.com
387,Eric Solis,"New Jose, Nicaragua",https://medium.com/@xclark,4,2017-11-17,https://medium.com/article/d3c3d8c9-d636-4b3f-8571-b9a2208121fe,0,1496,"AI,ML,Data",0,Stripe,4830593949,david18@gmail.com
388,Peggy Murphy,"West Michaelside, Saint Vincent and the Grenadines",https://medium.com/@nelsongarrett,0,2017-10-04,https://medium.com/article/210691a4-e59c-42b3-b4d7-b3385581aa09,36,641,"Startups,Entrepreneurship",15,Stripe,429-540-3678700,castanedamatthew@gmail.com
389,Debra Robinson,"Obrienfurt, Greece",https://medium.com/@myu,1,2024-01-30,https://medium.com/article/d9662fd1-103b-43c2-a813-d4cbe97e394b,29,1389,"Health,Wellness",14,Wise,(122)153-7033771,derricksmith@gmail.com
390,Barbara Melendez,"Baileytown, Serbia",https://medium.com/@tharvey,4,2024-07-15,https://medium.com/article/34060cb0-9fcf-44dd-85e5-f92d78db7c6f,21,1166,"ML,Deep Learning",10,Stripe,001-178-170-34535925,russell49@gmail.com
391,Karina Mason,"Briannamouth, Solomon Islands",https://medium.com/@coreydaniels,4,2020-03-03,https://medium.com/article/0b922d80-b827-4a39-91c3-40dfa0564d39,2,1089,"Finance,Investing",13,Bank Transfer,1246897990,jennamendez@gmail.com
392,Robin King,"Port Dominicmouth, Niue",https://medium.com/@jacob70,0,2022-05-10,https://medium.com/article/9f92b58f-04e3-4c12-94f3-89d1af1b2637,39,478,"Finance,Investing",3,Bank Transfer,(076)352-29278097,jonesrichard@gmail.com
393,Jacob Case,"Martinborough, Kuwait",https://medium.com/@jburton,4,2022-04-25,https://medium.com/article/fd763c37-0876-40c7-8f24-963dee75b6a7,4,1993,"AI,NLP",8,Stripe,+1-481-888-9550706,morrowjohnathan@gmail.com
394,Isaac Underwood,"New Jennifer, Czech Republic",https://medium.com/@nsimpson,2,2023-06-06,https://medium.com/article/20b45475-3edc-4dc5-9b10-2521761e4ff0,36,641,"Startups,Entrepreneurship",9,Bank Transfer,040-633-5794,castilloalexa@gmail.com
395,Dorothy Brock,"Port Donaldview, French Polynesia",https://medium.com/@katherinesmith,0,2025-04-28,https://medium.com/article/d50915b4-73d8-49c2-8ca6-b00c9a65ad5d,0,648,"Travel,Blog",0,Wise,001-115-988-4691931,amy04@gmail.com
396,Jordan Silva,"South Andrew, Saint Vincent and the Grenadines",https://medium.com/@ruben02,1,2022-11-27,https://medium.com/article/23c25ed2-77a4-47bc-b2b7-4c4af9219a0c,41,750,"Cooking,Lifestyle",13,Stripe,388-979-162883989,dwong@gmail.com
397,Brandon Blair,"Amandabury, Singapore",https://medium.com/@shieldsanthony,2,2015-10-04,https://medium.com/article/f115dfa4-4687-4f73-a8b7-2efdac4164d5,19,1573,"Travel,Blog",4,CashApp,(404)742-86833186,sarajohnson@gmail.com
398,Richard Hayes,"Johntown, Cyprus",https://medium.com/@clinton20,3,2024-03-08,https://medium.com/article/3d577477-3725-4877-a43e-264ff88602f5,25,340,"Health,Wellness",3,Stripe,001-231-174-5873,courtneyhill@gmail.com
399,Heather Kelley,"Teresachester, Western Sahara",https://medium.com/@jenny18,3,2018-12-24,https://medium.com/article/7a97b9bd-cf65-497c-99e0-05f7c4ff2925,37,446,"Cooking,Lifestyle",7,Bank Transfer,001-151-116-420765369,brandonlane@gmail.com
400,Brandon Bush,"East Cindy, Chile",https://medium.com/@perezdenise,2,2022-11-28,https://medium.com/article/0897e058-bcc2-446e-95ed-365fc7560891,21,701,"AI,ML,Data",11,Wise,418007843774144,robert36@gmail.com
401,Diana Lee DDS,"Billhaven, Lebanon",https://medium.com/@david04,2,2021-02-24,https://medium.com/article/a3425a32-5eb7-4573-b49e-fc02c631e8ff,38,1532,"Cooking,Lifestyle",14,CashApp,114-372-3113,lauriereid@gmail.com
402,Nicole Hamilton,"North Johnton, Namibia",https://medium.com/@mitchell52,2,2015-10-06,https://medium.com/article/647fd9f5-bdc0-4c9f-8399-78ed59d97486,16,344,"AI,ML,Data",0,Wise,9268904849,conniesmith@gmail.com
403,Amy Willis,"Jarvisport, Zimbabwe",https://medium.com/@barbara75,2,2017-07-26,https://medium.com/article/d1c8f718-1faf-4542-82c6-9d2b7fc37db2,30,148,"ML,Deep Learning",6,Wise,+1-254-055-6559,evansnicholas@gmail.com
404,Micheal Jimenez,"Rachelbury, Pakistan",https://medium.com/@brownrobert,2,2022-10-14,https://medium.com/article/f2c7f8a3-088e-43fd-b620-c86fd1fc14ef,2,1768,"ML,Deep Learning",7,Bank Transfer,(159)369-5739279,wtorres@gmail.com
405,Angela Munoz,"North Tammy, Lesotho",https://medium.com/@samantha75,1,2018-03-24,https://medium.com/article/b83ca216-3139-495b-9a6c-755f8f142c4d,23,1149,"AI,ML,Data",4,PayPal,69322027992346,robincole@gmail.com
406,Katherine Hawkins,"Christopherland, Niue",https://medium.com/@rachel21,0,2025-01-01,https://medium.com/article/dee32124-22fa-4bfa-bddb-a65c69f16d2c,5,1915,"AI,ML,Data",2,Wise,(881)945-6914,rebecca12@gmail.com
407,Bryan Taylor,"Kimmouth, United Kingdom",https://medium.com/@yoderashley,1,2020-09-29,https://medium.com/article/fadbc0f4-e55f-422f-8240-53a265df0678,4,633,"Travel,Blog",10,PayPal,051-059-6976062,benjamin30@gmail.com
408,Kenneth Lopez,"South John, Saint Pierre and Miquelon",https://medium.com/@keith82,3,2020-04-07,https://medium.com/article/1ab4eeed-0638-44d3-a4b2-db05e41dd071,20,186,"Startups,Entrepreneurship",4,Wise,001-097-491-432368029,nicholasray@gmail.com
409,David Taylor,"Davidburgh, Germany",https://medium.com/@ngonzalez,2,2020-06-26,https://medium.com/article/417f3949-ed4a-4fd7-8b84-e7980cf4d889,36,256,"Cooking,Lifestyle",3,PayPal,001-821-548-1128702,michaelhopkins@gmail.com
410,Rhonda Herman,"South Ryan, Jersey",https://medium.com/@greenjohn,1,2020-03-09,https://medium.com/article/9d9ab9ee-33ee-4693-a6ae-89cd2a51661f,37,1968,"Travel,Blog",8,Wise,5446924361161,donna48@gmail.com
411,Terri Byrd,"Stevenport, Cayman Islands",https://medium.com/@floresjulie,0,2025-02-13,https://medium.com/article/f408a5f1-0f96-40f9-bee9-b484bdd2db50,33,930,"Travel,Blog",12,PayPal,+1-745-299-1827,lawrence29@gmail.com
412,Shane Palmer,"Howardburgh, Lebanon",https://medium.com/@apeck,1,2020-04-28,https://medium.com/article/a88b1aba-b9ba-4e94-ac1a-65c94ac32f2d,9,918,"ML,Deep Learning",14,PayPal,010539132795446,ericacarrillo@gmail.com
413,Tanya Roberts,"Lisabury, Cape Verde",https://medium.com/@moralesmary,1,2021-09-23,https://medium.com/article/06b84156-efd8-47fc-8716-8bb71b19dfa6,40,652,"Health,Wellness",0,CashApp,(547)066-068379240,tkeller@gmail.com
414,Douglas Rodriguez,"North Dianeland, Egypt",https://medium.com/@charles74,2,2019-05-16,https://medium.com/article/61903075-4229-4e0a-91d7-4d20b0301b07,19,1810,"AI,NLP",10,Bank Transfer,8964020498903,kenneth30@gmail.com
415,Sean Ortiz,"Stacyville, United Arab Emirates",https://medium.com/@carol82,4,2020-04-28,https://medium.com/article/dcbea580-928a-48f5-8ecb-2765b8ac6928,50,1222,"Startups,Entrepreneurship",15,Bank Transfer,2227145892,evelynaguilar@gmail.com
416,Brian Carter,"Lewisborough, Venezuela",https://medium.com/@kellywise,4,2019-02-23,https://medium.com/article/2a37511b-2fd8-4684-9bab-a8ae2f7023ed,31,1987,"Startups,Entrepreneurship",1,Bank Transfer,7851333919911,scottcynthia@gmail.com
417,Alejandra Richardson,"Carterport, Senegal",https://medium.com/@jessica93,2,2022-04-16,https://medium.com/article/2c9cabd6-9c85-4f03-b78d-102136344ca2,29,1036,"Cooking,Lifestyle",14,CashApp,797-881-2438053,mnicholson@gmail.com
418,Anthony Jackson MD,"New Kennethborough, Saint Pierre and Miquelon",https://medium.com/@hannahrodriguez,0,2023-12-03,https://medium.com/article/5aac1642-6824-41b0-8436-110c79081cb5,15,1578,"ML,Deep Learning",14,Bank Transfer,192-230-1772,rparsons@gmail.com
419,Shari Newman,"Fishertown, Tanzania",https://medium.com/@adam20,3,2022-05-14,https://medium.com/article/babc3277-775e-40ab-9c5b-18b46d9fdee9,9,1566,"Finance,Investing",1,Wise,+1-282-351-0790,christopher46@gmail.com
420,Sharon Sanders,"West Amanda, Palau",https://medium.com/@jennifercombs,2,2025-03-10,https://medium.com/article/16f13f4e-7a9b-4831-a3a5-65058ef73d60,29,1082,"AI,ML,Data",2,Bank Transfer,+1-463-099-636841921,mark31@gmail.com
421,Kristen Munoz,"Prestonbury, Martinique",https://medium.com/@nicole26,3,2025-07-29,https://medium.com/article/939a3cb8-39e4-4f9f-a06f-14c2d61834d9,24,531,"Health,Wellness",13,PayPal,+1-502-960-46994685,kathleen11@gmail.com
422,Thomas Davis,"Singhbury, Antarctica (the territory South of 60 deg S)",https://medium.com/@lynchamanda,4,2021-11-18,https://medium.com/article/e3f751eb-db6c-4484-bf53-04ff198528a1,28,1896,"Startups,Entrepreneurship",11,Bank Transfer,3802677194368,davidtracy@gmail.com
423,Amanda Mercado,"Lake Kellyland, Ecuador",https://medium.com/@martinezdiana,3,2023-01-14,https://medium.com/article/9ed0c430-d631-4b10-9539-dd13f661ff66,19,487,"AI,NLP",3,Stripe,+1-119-237-66023623,christophergarcia@gmail.com
424,John Walls,"Sandramouth, Mali",https://medium.com/@smithtina,2,2019-10-25,https://medium.com/article/f73920e6-0a9e-435e-b3fe-d1e0373875ab,21,964,"Travel,Blog",9,PayPal,547692426980990,tina85@gmail.com
425,Donald Vasquez,"Mccoyborough, Bulgaria",https://medium.com/@rlee,4,2021-01-26,https://medium.com/article/da385dc5-f305-46f6-be59-6861b9cb6367,23,939,"AI,ML,Data",7,CashApp,+1-594-163-5061,jenna50@gmail.com
426,Charles Hawkins,"New Aaron, British Virgin Islands",https://medium.com/@alexandrarodriguez,4,2018-12-10,https://medium.com/article/3ccb8b4a-8c9c-4ac3-8407-398532d02d0e,28,909,"Health,Wellness",12,Wise,+1-159-890-119572973,meadowsthomas@gmail.com
427,Tina Morrison,"Ronaldchester, United States Minor Outlying Islands",https://medium.com/@nsandoval,2,2016-07-24,https://medium.com/article/4fe6bfc3-6d87-400b-8195-041e28f2c3d0,32,1093,"AI,NLP",2,Bank Transfer,4912258703,michael89@gmail.com
428,Chase Ortiz,"Atkinsonport, Turkey",https://medium.com/@uvazquez,1,2018-12-09,https://medium.com/article/049eab27-202e-4fb7-83a7-5363f98f7ab0,20,1023,"Startups,Entrepreneurship",9,PayPal,001-032-385-6490,cantulaura@gmail.com
429,Kelly Wells,"South John, Saint Barthelemy",https://medium.com/@annettegarcia,3,2023-02-12,https://medium.com/article/6d33cec6-d090-45d0-b7c9-278efe105abf,10,810,"Cooking,Lifestyle",2,Wise,155-973-231954250,baileyjessica@gmail.com
430,James Lee,"Mariahaven, Croatia",https://medium.com/@barbara15,2,2023-11-18,https://medium.com/article/39d9d986-8c68-48a8-a8d4-4ee57ab8370b,16,1079,"Cooking,Lifestyle",10,Stripe,+1-797-411-5432,hurstbarbara@gmail.com
431,Barbara Barrett,"New Michael, United Arab Emirates",https://medium.com/@johnathantaylor,4,2024-03-22,https://medium.com/article/3318cb79-3a86-4723-b360-f2b8af52fa56,29,1070,"Health,Wellness",15,Wise,510-643-792585619,jennifergonzalez@gmail.com
432,Heidi Stein,"Dylanfort, Netherlands Antilles",https://medium.com/@anthony10,3,2024-06-10,https://medium.com/article/9170db64-dfd9-46ac-9261-9dfd851343b6,25,1039,"Cooking,Lifestyle",4,Bank Transfer,+1-188-651-47395387,bradley07@gmail.com
433,Charles Hardy MD,"Tinamouth, Palestinian Territory",https://medium.com/@ghopkins,1,2025-03-14,https://medium.com/article/4730ceeb-0712-4381-aaa9-8987800861af,9,1233,"Travel,Blog",2,Stripe,+1-249-977-6961,michael02@gmail.com
434,Jenna Young,"Teresaton, Philippines",https://medium.com/@jacksonwilliam,2,2020-04-23,https://medium.com/article/455fce95-6613-4c35-ae48-d898d9ed762d,15,390,"Travel,Blog",12,PayPal,497479219811350,beasleyamanda@gmail.com
435,Matthew Jensen,"Lindahaven, Trinidad and Tobago",https://medium.com/@jennifermcdonald,0,2018-07-08,https://medium.com/article/debc58ee-a8ba-4abc-a9c8-6c08baa8c5b9,17,1878,"ML,Deep Learning",8,Stripe,(426)607-38790243,andersonbruce@gmail.com
436,Pamela Gonzalez,"West Richardfurt, Belgium",https://medium.com/@rachelmiller,4,2019-07-01,https://medium.com/article/89841363-3e81-47af-9e7e-1e3af8b7b035,18,88,"AI,ML,Data",12,Stripe,63367888725836,blackrachel@gmail.com
437,Teresa Hartman,"Brittneyfort, Uzbekistan",https://medium.com/@daviddavidson,0,2022-02-18,https://medium.com/article/ef2ace35-9f83-4c83-a38f-0588291a8934,0,1894,"Finance,Investing",15,PayPal,211-269-2215,tracy29@gmail.com
438,Erin Davis,"Tuckertown, Bolivia",https://medium.com/@markthomas,4,2023-12-01,https://medium.com/article/a9184c72-d586-41c4-97f5-65a79f349c71,28,370,"AI,ML,Data",11,Bank Transfer,001-596-309-193486598,ndavidson@gmail.com
439,Christine Norman,"Anthonystad, Namibia",https://medium.com/@theresasmith,1,2017-11-07,https://medium.com/article/cca229be-6d0e-431b-bb2b-0b6a3975e94d,40,52,"Health,Wellness",9,Stripe,001-840-695-906843909,usmith@gmail.com
440,Margaret Hamilton,"Carrollburgh, Samoa",https://medium.com/@larry60,0,2017-07-13,https://medium.com/article/a1f15f56-d5d9-4b3f-a7fe-2b6c5f9acd51,0,652,"Cooking,Lifestyle",5,Bank Transfer,+1-022-749-9321115,ubrown@gmail.com
441,Bryan Boyer,"New Andrew, Reunion",https://medium.com/@xsmith,1,2019-03-03,https://medium.com/article/88a531da-c130-492a-80a0-48d37f41036f,11,1719,"AI,NLP",6,Wise,001-276-090-137962458,mcohen@gmail.com
442,Victoria Terrell,"New Scottstad, Nepal",https://medium.com/@elizabeth70,4,2024-12-01,https://medium.com/article/51381168-14ad-4fac-b28a-8ace9ed9212c,35,1724,"AI,ML,Data",15,Wise,9458298296,imoran@gmail.com
443,Richard Anderson,"Gibsonchester, Canada",https://medium.com/@glennjustin,3,2023-11-19,https://medium.com/article/7df230d4-82aa-4e50-aa19-5d0e9de52708,3,232,"Finance,Investing",12,Wise,001-637-448-09743150,garycooper@gmail.com
444,Jose Lynn,"Kelleyburgh, Malaysia",https://medium.com/@hmartin,3,2025-02-01,https://medium.com/article/8a48fbaa-5239-48ec-b144-53a1041b33e9,36,1507,"AI,ML,Data",2,Stripe,333-195-009408613,hooperana@gmail.com
445,Cynthia Hunt,"Caitlinside, Spain",https://medium.com/@hodgesangela,0,2024-12-11,https://medium.com/article/27cdbf4c-f839-4629-8bb3-8324ed5a0250,16,1676,"AI,ML,Data",15,Bank Transfer,+1-012-456-873749124,igriffith@gmail.com
446,Jason Thomas,"Morganfort, Swaziland",https://medium.com/@dwayne70,0,2022-03-14,https://medium.com/article/e87a0f47-3440-4977-b8d7-9d4e65220d37,10,991,"Finance,Investing",14,CashApp,001-122-035-6869,harrisonbrian@gmail.com
447,Kimberly Sanchez,"West Michaelport, Eritrea",https://medium.com/@frodriguez,0,2023-11-24,https://medium.com/article/cd4a6306-f5b8-4a70-91ac-129eec65870c,18,670,"Cooking,Lifestyle",12,CashApp,2286749036,jessica66@gmail.com
448,Andrew Shaw,"West Matthewside, Fiji",https://medium.com/@campbellkatie,4,2018-12-11,https://medium.com/article/454d981d-454c-4f84-949c-8532ceb17823,13,113,"AI,ML,Data",1,Wise,29563670685571,danielsmark@gmail.com
449,Rhonda Sanchez,"Susanside, Angola",https://medium.com/@yenglish,0,2023-06-30,https://medium.com/article/7a8c5ecb-f167-470e-ae7b-c3a03df816b2,39,996,"Startups,Entrepreneurship",13,Bank Transfer,8423023157,nharrington@gmail.com
450,Thomas Harris,"Scottview, Turks and Caicos Islands",https://medium.com/@william74,4,2017-03-26,https://medium.com/article/42709671-f065-4059-9a34-d5b99b90e905,31,838,"Health,Wellness",10,PayPal,001-052-345-919391453,williamsmitchell@gmail.com
451,Ashley Wilson,"New Shawnside, Niger",https://medium.com/@evan52,1,2017-07-18,https://medium.com/article/032398cc-f86a-40c8-a3d0-91c01dd61140,1,196,"AI,ML,Data",11,PayPal,5287333800,simpsonwilliam@gmail.com
452,Joseph Johnston,"Brooksborough, Uzbekistan",https://medium.com/@tylerolson,3,2024-03-23,https://medium.com/article/66b9e568-a4f8-4be8-b572-29423441b9f1,42,1836,"ML,Deep Learning",0,CashApp,(182)082-1801,kdixon@gmail.com
453,Dominique Flores,"North Michaelshire, Bahrain",https://medium.com/@smithbrandi,2,2023-04-22,https://medium.com/article/6d463800-3b51-46d9-bda9-11d6f7fce814,15,1102,"AI,ML,Data",0,Stripe,4311310684,haileyward@gmail.com
454,Amanda Harris,"North Jennifermouth, Bangladesh",https://medium.com/@stanleychase,1,2016-07-25,https://medium.com/article/c9a17a45-9782-4181-8591-d0f3e4cc93aa,32,1759,"AI,ML,Data",1,PayPal,698-906-191461543,nguyenjohn@gmail.com
455,Kelsey Johnson,"New Jonathan, Gabon",https://medium.com/@qbrooks,0,2023-05-25,https://medium.com/article/00543aca-17c6-47b8-9e6d-e7087d1679b0,37,546,"AI,ML,Data",4,CashApp,001-700-842-8798,xrodriguez@gmail.com
456,Stacey Rowe,"Ericborough, Myanmar",https://medium.com/@kingdarlene,2,2020-09-10,https://medium.com/article/099b9b68-e363-42c7-b13f-9ddd7d24e9f3,7,956,"Cooking,Lifestyle",12,PayPal,4342848362,terrygary@gmail.com
457,Kelsey May,"Nguyenfurt, Estonia",https://medium.com/@vmcgee,2,2015-12-31,https://medium.com/article/169ff14a-03a5-47b2-915a-c1b66e669f7a,42,1389,"Travel,Blog",11,Bank Transfer,3676603778,jevans@gmail.com
458,Brooke Moore,"Drakeville, Bosnia and Herzegovina",https://medium.com/@stevenkerr,1,2024-05-08,https://medium.com/article/4fe68888-0480-48c2-a13e-d3ddbabaf6e4,2,153,"AI,ML,Data",2,Bank Transfer,6934443823,fthomas@gmail.com
459,Richard Ellis,"Perkinstown, South Africa",https://medium.com/@garciamelissa,3,2023-10-05,https://medium.com/article/30c1f9d1-272d-42a1-9d12-aed19c7e695e,19,1832,"Finance,Investing",9,PayPal,+1-100-012-59467261,hannah20@gmail.com
